timestamp,latitude,longitude,expected_latitude,expected_longitude,time_taken_at_location,deviation,stopped
2024-01-01 08:00:00,34.6599405104191,-116.49336806605852,36.96047544945016,-117.38994811877659,44,no,no
2024-01-01 08:05:00,37.284017362418616,-114.53321664139632,37.13852677350249,-114.30144439590073,178,yes,no
2024-01-01 08:10:00,34.7291372039944,-114.15966950568122,34.148610233667384,-117.40743168837352,225,yes,yes
2024-01-01 08:15:00,36.544417401501164,-117.67092207785386,36.732066141780926,-117.41355019012339,143,yes,no
2024-01-01 08:20:00,37.73481246311764,-116.7021040969014,37.405312203844126,-115.07307940015883,290,no,no
2024-01-01 08:25:00,36.789139724069926,-115.474514684449,35.517541375811,-116.64648608944876,49,no,no
2024-01-01 08:30:00,36.096947687455184,-115.2311025486317,37.83199297183116,-117.64060774153313,152,no,yes
2024-01-01 08:35:00,34.80027848814188,-114.07177538790451,35.935042803477295,-117.6337300625886,143,yes,no
2024-01-01 08:40:00,36.68574532806192,-116.0508130953227,37.32256013691577,-114.22585944631338,240,yes,no
2024-01-01 08:45:00,36.13317658440098,-114.99714951892331,34.47925417329546,-114.28916174789194,154,yes,no
2024-01-01 08:50:00,34.433795061388636,-114.70960571578873,37.32330497845729,-116.88930231796542,222,no,no
2024-01-01 08:55:00,37.43688100821669,-117.8158617470327,35.651940338439694,-117.51356878901595,80,no,no
2024-01-01 09:00:00,37.84738486742141,-116.32886601117528,35.55937338283898,-114.91814794306768,295,yes,no
2024-01-01 09:05:00,34.742819826490674,-114.34584450656658,35.94316510445209,-117.29376933310466,229,no,no
2024-01-01 09:10:00,34.436700801351336,-117.441087495089,37.58847095922458,-114.44186045798826,109,yes,no
2024-01-01 09:15:00,35.54297773713302,-114.25944503243812,35.86133530974504,-114.0801784572447,177,no,yes
2024-01-01 09:20:00,37.824574723818344,-116.7404340587075,34.04232966617526,-114.71659014531917,50,no,no
2024-01-01 09:25:00,34.40679249054199,-116.92576437912264,36.92579896124907,-116.30979238637518,253,yes,yes
2024-01-01 09:30:00,35.68391157692952,-115.15470823976212,34.16627932794496,-116.93842323079801,205,no,yes
2024-01-01 09:35:00,37.18696239613606,-115.43167049373757,34.19570343656764,-116.88039426472281,276,no,yes
2024-01-01 09:40:00,34.42713582818907,-115.25068456470818,34.84499288598082,-117.52107420409585,173,no,yes
2024-01-01 09:45:00,36.871359513606784,-117.91437724086268,37.3330119516358,-117.92495966033431,124,yes,no
2024-01-01 09:50:00,34.933037390823486,-115.06125158751261,34.08572777141598,-114.72269567799995,172,yes,yes
2024-01-01 09:55:00,37.92952196148165,-115.38741626522554,35.89936344765239,-115.24217335664571,129,yes,no
2024-01-01 10:00:00,36.997466286456074,-114.53504451533118,34.57542504881662,-117.25817653982912,181,no,yes
2024-01-01 10:05:00,35.1769647966514,-114.49908329681715,34.807509692387775,-116.75177340233438,183,yes,no
2024-01-01 10:10:00,35.96393876389876,-116.12221764775502,36.49090900198635,-114.89216552020478,159,no,no
2024-01-01 10:15:00,37.80863745053368,-114.18112928120004,34.266363072168026,-116.39943221088556,195,no,no
2024-01-01 10:20:00,36.426633501785,-115.93161897878585,36.46323379484631,-117.8455160757541,293,yes,no
2024-01-01 10:25:00,35.790307648395164,-115.84946898007621,34.070606482054174,-117.15882004951172,240,yes,yes
2024-01-01 10:30:00,34.34123644221597,-116.46724881227047,34.705733003321086,-117.43960658153028,214,yes,yes
2024-01-01 10:35:00,36.17463364647631,-114.03268405190403,36.22809818473375,-116.84166398490052,199,no,no
2024-01-01 10:40:00,35.34386178614252,-116.12681425595586,34.466903261071714,-114.56873734773367,97,yes,no
2024-01-01 10:45:00,37.39902760417205,-116.61580145188499,36.97154687924432,-116.7886869220424,245,yes,no
2024-01-01 10:50:00,36.95196237086016,-114.55145287947313,36.35197169422203,-117.72571729565381,157,yes,yes
2024-01-01 10:55:00,36.26865944351239,-115.25198817576876,34.24102809739567,-115.36258603035054,37,no,yes
2024-01-01 11:00:00,34.05454275266541,-116.39571722581753,36.50628753075482,-116.4484084065246,136,yes,no
2024-01-01 11:05:00,34.56434597064727,-116.51291708887844,36.51448725571305,-114.39676748439456,283,no,no
2024-01-01 11:10:00,36.16030819202102,-114.88297263899351,35.60778105050497,-114.74329596243683,164,yes,yes
2024-01-01 11:15:00,37.78278847289543,-116.1682272735241,35.82412480247153,-116.14723973098009,239,yes,no
2024-01-01 11:20:00,36.48692276955735,-114.64148580751385,37.474059269709784,-115.72636477978638,270,yes,yes
2024-01-01 11:25:00,37.28001273049964,-114.02982666079023,35.1979744643913,-114.61885353089815,267,no,no
2024-01-01 11:30:00,35.72400257438296,-117.55211523726706,36.1124974668057,-115.97687873995594,162,no,yes
2024-01-01 11:35:00,36.401973712285994,-117.20660574910782,37.85263223920217,-116.4508869804362,101,no,yes
2024-01-01 11:40:00,34.37631124608204,-116.88792974194695,37.755483366899156,-114.30252269762802,183,yes,no
2024-01-01 11:45:00,37.878336810103875,-117.34635609989469,34.45745879702134,-117.63771991239084,244,yes,no
2024-01-01 11:50:00,36.56138146019495,-116.21647798487062,35.492055128106955,-114.49263320434126,64,yes,no
2024-01-01 11:55:00,34.78324431284507,-115.15639487433202,37.96236752964201,-114.24204958024742,62,no,yes
2024-01-01 12:00:00,36.82077942184577,-116.49986236823567,37.56047680256722,-117.63031020603081,48,no,yes
2024-01-01 12:05:00,35.08800778478531,-115.7085811241746,37.74890914885784,-116.57138635824492,255,yes,no
2024-01-01 12:10:00,34.032969992960545,-117.0606414356883,34.040023141982495,-117.03527598827206,106,no,yes
2024-01-01 12:15:00,37.55048672707339,-114.51414737778855,36.11001373059921,-115.10959112789077,243,yes,yes
2024-01-01 12:20:00,34.332413120645185,-116.86746083831773,36.95918560711346,-116.04463088586073,296,yes,yes
2024-01-01 12:25:00,35.93030318023641,-115.11641637572484,34.72001798246519,-116.77247458090844,230,yes,yes
2024-01-01 12:30:00,37.91797433514863,-115.77292337137305,35.38652174856471,-114.47435083542287,171,no,no
2024-01-01 12:35:00,37.243443712699474,-116.28845247946364,37.110093345920134,-114.20695145564585,201,no,no
2024-01-01 12:40:00,36.844762629938195,-117.49758635659101,34.25240730285679,-117.217339813281,257,no,no
2024-01-01 12:45:00,36.413770151000605,-115.55492244670627,35.263939404865894,-114.46612910769608,80,no,yes
2024-01-01 12:50:00,36.5987272408503,-116.36840721159382,34.522784324998035,-114.15992064785223,107,yes,yes
2024-01-01 12:55:00,37.81578563912343,-114.97596749139514,35.146677636478195,-114.6476576321903,218,yes,yes
2024-01-01 13:00:00,37.466144300923034,-114.44145386251904,35.17619978022816,-114.05324616149899,84,yes,yes
2024-01-01 13:05:00,37.03811166008215,-116.8130164735771,37.113734377329905,-116.50436950857772,164,yes,no
2024-01-01 13:10:00,36.31000415365778,-117.00197542845298,37.93714176124386,-115.73656218887426,189,yes,yes
2024-01-01 13:15:00,35.92183816389669,-116.91763164987019,34.086200302754555,-117.89544480649958,43,yes,no
2024-01-01 13:20:00,37.15668008945125,-117.5395548170087,34.12588540183053,-114.36726421680022,124,no,yes
2024-01-01 13:25:00,34.33924767184825,-114.11063567508218,34.23665501642529,-117.74366370688668,188,no,yes
2024-01-01 13:30:00,37.22794572658484,-116.78539108148097,35.49130626078785,-116.42928064148109,219,no,yes
2024-01-01 13:35:00,35.54374373414041,-114.76199027296568,36.57651229965436,-114.2175198130276,188,yes,no
2024-01-01 13:40:00,36.46845259696331,-116.90457756427183,37.70996428819668,-114.09851555282796,288,no,no
2024-01-01 13:45:00,36.405551806759135,-114.34702953067817,34.85936025246775,-115.94287899644688,60,no,no
2024-01-01 13:50:00,35.09089913993893,-115.45485701528278,35.71880736369411,-117.71474096065278,246,no,no
2024-01-01 13:55:00,37.8711703935812,-115.15290754179372,36.28995707464659,-115.04062572157605,100,no,no
2024-01-01 14:00:00,35.8419991230072,-117.24238397392968,36.483469731005165,-116.42035973772495,279,yes,yes
2024-01-01 14:05:00,34.540417974925404,-114.6237280706891,37.73972373829693,-116.74282054601913,51,yes,no
2024-01-01 14:10:00,37.38049414156931,-115.77008183584458,37.21452456551917,-115.74657066753757,50,yes,yes
2024-01-01 14:15:00,35.97926838868061,-116.50736434947007,37.33391910270927,-115.80958730378678,170,yes,yes
2024-01-01 14:20:00,35.456217092780136,-117.8466578570257,35.9074934866372,-115.30066398218925,171,no,no
2024-01-01 14:25:00,36.25114555126821,-116.8319878580439,37.56938744007362,-115.66580928122406,215,yes,yes
2024-01-01 14:30:00,37.9513345965992,-114.49313164413724,36.78374369307241,-115.62020677516648,219,no,yes
2024-01-01 14:35:00,37.78575231104507,-115.35169593372954,36.801203565523274,-117.87933190607104,73,no,no
2024-01-01 14:40:00,35.596046225058096,-117.89626762198193,34.44591967463134,-115.07649090509159,234,yes,yes
2024-01-01 14:45:00,37.94923771243313,-115.94128942939511,37.96975638730252,-116.26114291015693,49,no,yes
2024-01-01 14:50:00,37.23928801562943,-117.10956590613974,35.0615548382375,-115.33871804527962,279,no,yes
2024-01-01 14:55:00,36.36798310785851,-116.43248598670262,35.577498926791726,-114.16376875812577,298,no,no
2024-01-01 15:00:00,34.122128554645734,-114.07529722579571,37.46888411398494,-116.68122657195921,179,yes,yes
2024-01-01 15:05:00,34.34415683229825,-116.16204946514854,35.69050147026016,-114.11875530053454,127,yes,no
2024-01-01 15:10:00,36.222084438022954,-117.4256619738145,37.06623043170646,-116.42295474108423,44,no,no
2024-01-01 15:15:00,36.02362421887609,-116.7357804965143,37.07244062973765,-117.59292897520362,268,no,no
2024-01-01 15:20:00,36.49948252054005,-117.78430847554198,37.592820379066076,-116.5285763505565,208,no,yes
2024-01-01 15:25:00,36.34274303969845,-116.33173909044028,36.03288633846373,-114.28448424676354,271,yes,no
2024-01-01 15:30:00,37.8493480713899,-115.33437861725935,37.85959943281377,-114.19440134458686,120,no,no
2024-01-01 15:35:00,35.03493210195679,-117.85117790307623,35.519325423262806,-117.27923902313383,258,no,no
2024-01-01 15:40:00,36.9388100373972,-117.04327697947981,37.719323849963914,-115.86263568505444,225,no,yes
2024-01-01 15:45:00,35.53117823433338,-116.8211875714442,37.205093127029656,-115.28772675775618,210,yes,no
2024-01-01 15:50:00,36.64701441664326,-114.61220089782223,35.78539674325759,-114.82576025099621,189,no,no
2024-01-01 15:55:00,36.97949722648533,-115.87420702802706,35.213555628637266,-116.78494992375174,41,no,yes
2024-01-01 16:00:00,34.65321700853971,-117.42104558448695,36.584902011289664,-117.42506146742782,80,no,yes
2024-01-01 16:05:00,34.44243046588809,-114.66232507531687,36.48628831152249,-117.64401022713628,38,yes,no
2024-01-01 16:10:00,36.338179414566106,-116.99125062772772,36.93791780962929,-117.0762646375893,61,no,yes
2024-01-01 16:15:00,37.29435015302889,-116.78130635592508,34.312760475866476,-116.68679044024628,249,yes,yes
2024-01-01 16:20:00,34.10090875774551,-117.51757332747201,34.76425656874573,-114.91494897372432,157,yes,no
2024-01-01 16:25:00,36.79810659078418,-114.698663144672,37.32869495382965,-117.39328277379455,251,no,no
2024-01-01 16:30:00,35.662959462078106,-114.5743726744133,34.313587783497994,-114.23825922354025,174,yes,no
